country,code,territory_code,region,year,total_population ,hospials_per_capita,cases_per_100k,total_cases,m_0to14_cases,m_15to34_cases,m_35to54_cases,m_55plus_cases,total_male_cases,f_0to14_cases,f_15to34_cases,f_35to54_cases,f_55plus_cases,total_female_cases,recovery_rate,economic_impact,case_severity,time_interval,prevelance_detection,prevelance_per_100k_ex_HIV,total_prevelance_ex_HIV,prevelance_per_100k_in_HIV,total_prevelance_in_HIV,death_detection,incidence_per_100k,total_incidence,incidence_per_100k_pos_HIV,total_incidence_pos_HIV,total_detection_rate
Angola,AGO,24,AFR,1997,12791388,8.62,432,55000,1588,4827,9199,12408,28022,2151,5041,8208,11578,26978,74.1,low,mild,Early Detection,predicted,59,7500,7.4,940,Indirect,236,30000,15,1900,50
Angola,AGO,24,AFR,1998,13137542,0.17,426,56000,2514,5783,9564,13066,30927,1810,4654,7744,10865,25073,52.12,low,moderate,Advanced Infection,predicted,55,7300,7.8,1000,Indirect,240,32000,17,2200,45
Angola,AGO,24,AFR,1999,13510616,5.16,413,56000,2298,6311,9037,12628,30275,1923,4843,8103,10856,25725,73.13,high,mild,Early Detection,predicted,50,6800,7.8,1100,Indirect,245,33000,19,2500,43
Angola,AGO,24,AFR,2000,13924930,4.23,395,55000,2120,5825,9101,12676,29722,1487,4262,8164,11365,25278,70.95,high,moderate,Recovery,predicted,45,6300,7.6,1100,Indirect,250,35000,20,2800,46
Angola,AGO,24,AFR,2001,14385283,2.3,379,55000,1484,4767,8936,12991,28178,1968,5172,8377,11304,26822,88.97,medium,mild,Advanced Infection,predicted,39,5600,7.1,1000,Indirect,255,37000,22,3100,59
Angola,AGO,24,AFR,2002,14886574,1.29,364,54000,1708,5762,8760,11959,28190,1762,4445,8134,11469,25810,67.75,high,moderate,Recovery,predicted,33,4900,6.4,960,Indirect,260,39000,23,3400,78
Angola,AGO,24,AFR,2003,15421075,3.44,346,53000,1944,5557,8764,12369,28634,1996,4576,7776,10018,24366,99.13,high,moderate,Early Detection,predicted,28,4300,5.8,900,Indirect,265,41000,24,3800,88
Angola,AGO,24,AFR,2004,15976715,9.43,335,54000,1971,5221,8804,12937,28933,2349,4937,7650,10131,25067,59.04,low,moderate,Advanced Infection,predicted,24,3900,5.3,850,Indirect,270,43000,25,4100,82
Angola,AGO,24,AFR,2005,16544376,3.3,336,56000,1650,4930,8169,12681,27430,2481,5531,8297,12261,28570,79.55,high,moderate,Recovery,predicted,22,3700,5.1,840,Indirect,275,46000,26,4400,82
Angola,AGO,24,AFR,2006,17122409,5.24,341,58000,2347,6696,10135,13337,32514,1980,5067,7917,10522,25486,54.48,high,moderate,Early Detection,predicted,22,3800,5.1,870,Indirect,281,48000,27,4600,100
Angola,AGO,24,AFR,2007,17712824,7.06,348,62000,2973,6616,10058,14186,33833,2121,5244,8615,12188,28167,86.69,low,severe,Advanced Infection,predicted,24,4200,5.3,940,Indirect,287,51000,28,4900,81
Angola,AGO,24,AFR,2008,18314441,3.7,355,65000,1864,7001,11370,15535,35770,2427,5919,8747,12138,29230,99.74,medium,moderate,Advanced Infection,predicted,26,4800,5.7,1000,Indirect,292,54000,29,5300,83
Angola,AGO,24,AFR,2009,18926650,9.72,368,70000,2435,7323,12844,17883,40485,2476,5339,9071,12629,29515,90.96,low,moderate,Recovery,predicted,28,5400,6.2,1200,Indirect,298,56000,30,5700,73
Angola,AGO,24,AFR,2010,19549124,9.63,382,75000,2023,7837,12093,16247,38200,2766,7385,10972,15677,36800,77.79,low,moderate,Recovery,predicted,30,5900,6.7,1300,Indirect,304,59000,31,6100,75
Angola,AGO,24,AFR,2011,20180490,2.59,395,80000,2364,7790,12163,18539,40856,2578,7238,11973,17355,39144,74.24,high,mild,Recovery,predicted,32,6400,7,1400,Indirect,310,63000,33,6600,75
Angola,AGO,24,AFR,2012,20820525,5.02,409,85000,3414,8716,14880,20742,47752,3219,7238,11216,15576,37248,91.75,high,moderate,Early Detection,predicted,32,6700,7.3,1500,Indirect,316,66000,34,7100,79
Angola,AGO,24,AFR,2013,21471618,3.08,423,91000,4081,10399,15949,23041,53470,2436,7487,11585,16022,37530,96.8,medium,severe,Recovery,predicted,32,6900,7.3,1600,Indirect,320,69000,35,7500,85
Anguilla,AIA,660,AMR,1990,8334,2.92,60,5,0,0,1,1,2,0,1,1,1,3,99.46,high,moderate,Recovery,predicted,0,0,0,0,VR,24,2,21.5,4213.9,0
Anguilla,AIA,660,AMR,1991,8668,0.47,56,4,0,0,1,1,2,0,0,1,1,2,69.83,medium,mild,Recovery,predicted,0,0,0,0,VR,24,2.1,0.9,4768.4,0
Anguilla,AIA,660,AMR,1992,8979,6.13,52,4,0,0,1,1,2,0,0,1,1,2,99.55,medium,mild,Advanced Infection,predicted,0,0,0,0,VR,24,2.1,31.8,2422.6,0
Anguilla,AIA,660,AMR,1993,9266,5.08,50,4,0,0,1,1,2,0,0,1,1,2,57.8,medium,moderate,Recovery,predicted,0,0,0,0,VR,24,2.2,25,1064.4,28.2
Anguilla,AIA,660,AMR,1994,9540,0.61,49,4,0,0,1,1,2,0,0,1,1,2,62.68,medium,moderate,Recovery,predicted,0,0,0,0,VR,23,2.2,7.7,175.7,37.2
Anguilla,AIA,660,AMR,1995,9807,2.86,48,4,0,0,1,1,2,0,0,1,1,2,54.45,high,moderate,Early Detection,predicted,0,0,0,0,VR,23,2.3,8.7,3884.3,88
Anguilla,AIA,660,AMR,1996,10063,9.09,48,4,0,0,1,1,2,0,0,1,1,2,63.59,low,moderate,Early Detection,predicted,0,0,0,0,VR imputed,23,2.3,10.6,1639.6,0.7
Anguilla,AIA,660,AMR,1997,10305,2.47,50,5,0,1,1,1,3,0,0,1,1,2,88.4,low,mild,Recovery,predicted,0,0,0,0,VR imputed,23,2.4,23.2,2827.6,0
Anguilla,AIA,660,AMR,1998,10545,1.53,51,5,0,1,1,1,3,0,0,1,1,2,92.65,high,moderate,Early Detection,predicted,0,0,0,0,VR imputed,23,2.4,22.1,2355,10
Anguilla,AIA,660,AMR,1999,10797,4.95,53,5,0,0,1,1,2,0,1,1,1,3,88.94,high,mild,Early Detection,predicted,0,0,0,0,VR imputed,23,2.4,11,1066,43.9
Anguilla,AIA,660,AMR,2000,11071,9.86,56,6,0,1,1,1,3,0,1,1,1,3,81.55,medium,mild,Early Detection,predicted,0,0,0,0,VR,23,2.5,27.9,3098.7,38.4
Anguilla,AIA,660,AMR,2001,11371,2.5,56,6,0,1,1,1,3,0,1,1,1,3,75.7,high,severe,Advanced Infection,predicted,0,0,0,0,VR,22,2.5,35.8,2801.4,0
Anguilla,AIA,660,AMR,2002,11693,6.75,56,6,0,1,1,1,3,0,1,1,1,3,85.44,low,mild,Recovery,predicted,0,0,0,0,VR,22,2.6,1.8,3804.4,0
Anguilla,AIA,660,AMR,2003,12023,7.64,55,6,0,1,1,1,3,0,1,1,1,3,69.54,high,moderate,Recovery,predicted,0,0,0,0,VR,22,2.7,16.8,1535.3,0
Anguilla,AIA,660,AMR,2004,12342,2.45,55,6,0,1,1,1,3,0,1,1,1,3,92.07,high,moderate,Recovery,predicted,0,0,0,0,VR,22,2.7,23.9,1308.3,0
Anguilla,AIA,660,AMR,2005,12637,7.31,54,6,0,1,1,2,4,0,0,1,1,2,83.86,medium,moderate,Early Detection,predicted,0,0,0,0,VR,22,2.8,23.6,4963.8,13.5
Anguilla,AIA,660,AMR,2006,12903,3.74,53,6,0,1,1,1,3,0,1,1,1,3,84.89,medium,moderate,Early Detection,predicted,0,0,0,0,VR,22,2.8,0.8,4280.2,0
Anguilla,AIA,660,AMR,2007,13145,6.36,52,6,0,1,1,1,3,0,1,1,1,3,76.8,medium,severe,Early Detection,predicted,0,0,0,0,VR imputed,22,2.8,8.5,4706.9,0
Anguilla,AIA,660,AMR,2008,13365,6.37,51,6,0,1,1,1,3,0,1,1,1,3,94.26,medium,severe,Advanced Infection,predicted,0,0,0,0,VR,22,2.9,2.5,751.5,16.6
Anguilla,AIA,660,AMR,2009,13571,5.4,51,6,0,1,1,1,3,0,1,1,1,3,62.6,low,severe,Early Detection,predicted,0,0,0,0,VR imputed,21,2.9,22.9,1365.6,23.5
Anguilla,AIA,660,AMR,2010,13768,0.99,51,7,0,1,1,2,4,0,1,1,1,3,69.06,high,severe,Advanced Infection,predicted,0,0,0,0,VR,21,2.9,26,3508.1,34
Anguilla,AIA,660,AMR,2011,13956,8.37,50,7,0,1,1,2,4,0,1,1,1,3,88.88,high,mild,Recovery,predicted,0,0,0,0,VR,21,2.9,6.4,5225,0
Anguilla,AIA,660,AMR,2012,14132,3.28,50,7,0,1,1,2,4,0,1,1,1,3,74.64,medium,severe,Early Detection,predicted,0,0,0,0,VR,21,3,13.4,5437.8,0
Anguilla,AIA,660,AMR,2013,14300,1.95,51,7,0,1,1,2,4,0,1,1,1,3,94.46,low,mild,Advanced Infection,predicted,0,0,0,0,VR imputed,21,3,13.3,5070.8,0
Antigua and Barbuda,ATG,28,AMR,1990,61906,0.5,2.9,1,0,0,0,0,0,0,0,0,0,1,67.32,low,moderate,Advanced Infection,predicted,3.9,2.4,0,0,VR,1.9,1.1,33,264.5,87
Antigua and Barbuda,ATG,28,AMR,1992,63434,6.81,22,14,0,1,2,2,6,0,1,3,4,8,94.44,medium,mild,Advanced Infection,predicted,1.8,1.1,0,0,VR,11,6.9,7.8,5003.6,87
Antigua and Barbuda,ATG,28,AMR,1993,64868,0.26,13,8,0,1,2,2,5,0,1,1,1,3,73.22,high,severe,Early Detection,predicted,0,0,0,0,VR,7.3,4.7,22.1,5480.3,48.9
Antigua and Barbuda,ATG,28,AMR,1994,66550,5.17,4.6,3,0,0,1,1,2,0,0,0,0,1,75.81,high,moderate,Advanced Infection,predicted,1.8,1.2,0,0,VR,3.6,2.4,31.5,345.9,41.6
Antigua and Barbuda,ATG,28,AMR,1996,70245,6.49,6.3,4,0,0,1,1,2,0,0,1,1,2,63.83,low,severe,Recovery,predicted,0.57,0.4,0,0,VR imputed,4.9,3.5,33.4,2537.4,87
Antigua and Barbuda,ATG,28,AMR,1997,72232,1.83,10,7,0,1,1,1,3,0,1,1,2,4,82.8,high,mild,Recovery,predicted,1.1,0.82,0,0,VR imputed,6.4,4.6,26.8,3270.9,87
Antigua and Barbuda,ATG,28,AMR,1998,74206,6.94,10,7,0,1,1,2,4,0,1,1,1,3,55.99,medium,severe,Early Detection,predicted,1.7,1.3,0,0,VR,6.2,4.6,12,1418.7,87
Antigua and Barbuda,ATG,28,AMR,1999,76041,3.93,5.8,4,0,0,1,1,2,0,0,1,1,2,93.96,medium,mild,Recovery,predicted,1.5,1.1,0,0,VR,4.5,3.5,33.1,3149.4,87
Antigua and Barbuda,ATG,28,AMR,2000,77648,9.37,9.2,7,0,1,1,2,4,0,1,1,1,3,88.96,high,severe,Recovery,predicted,1.8,1.4,0,0,VR,5.9,4.6,29.9,5400.3,87
Antigua and Barbuda,ATG,28,AMR,2001,78972,1.46,4.5,3,0,0,1,1,2,0,0,0,0,1,59.54,high,severe,Recovery,predicted,1.5,1.2,0,0,VR,1.5,1.1,28.3,5284.4,87
Antigua and Barbuda,ATG,28,AMR,2002,80030,3.48,8.8,7,0,1,1,2,4,0,1,1,1,3,84.7,medium,moderate,Early Detection,predicted,1.6,1.3,0,0,VR,5.7,4.6,2.7,5728.7,87
Antigua and Barbuda,ATG,28,AMR,2003,80904,1.22,4.1,3,0,0,0,0,1,0,0,1,1,2,80.13,medium,moderate,Advanced Infection,predicted,1.5,1.2,0,0,VR,1.4,1.1,1.7,2950.9,87
Antigua and Barbuda,ATG,28,AMR,2004,81718,9.25,7.1,5,0,1,1,1,3,0,0,1,1,2,59.23,medium,moderate,Early Detection,predicted,1.4,1.1,0,0,VR,4.9,4,28,2502.6,4.7
Antigua and Barbuda,ATG,28,AMR,2005,82565,8.79,16,13,1,1,2,3,7,0,1,2,3,6,63.66,high,severe,Early Detection,predicted,1.4,1.1,0,0,VR,8.4,6.9,38,4058.3,87
Antigua and Barbuda,ATG,28,AMR,2006,83467,2.65,8.6,7,0,1,1,2,4,0,1,1,1,3,70.45,low,moderate,Recovery,predicted,1.4,1.2,0,0,VR,5.5,4.6,31.1,2540.3,87
Antigua and Barbuda,ATG,28,AMR,2007,84397,6.63,4.3,3,0,0,1,1,2,0,0,0,0,1,84.96,medium,moderate,Advanced Infection,predicted,1.5,1.3,0,0,VR,2.7,2.3,33.4,255.7,87
Antigua and Barbuda,ATG,28,AMR,2008,85349,8.19,4.7,4,0,0,1,1,2,0,0,1,1,2,81.94,medium,severe,Recovery,predicted,1.5,1.3,0,0,VR,1.3,1.1,21.9,4388.2,87
Antigua and Barbuda,ATG,28,AMR,2009,86300,5.6,5.3,4,0,0,1,1,2,0,0,1,1,2,76.61,medium,moderate,Recovery,predicted,1.5,1.3,0,0,VR,4,3.5,12.3,1712.7,87
Antigua and Barbuda,ATG,28,AMR,2010,87233,5.34,15,13,0,1,2,3,7,0,1,2,3,6,88.42,high,mild,Early Detection,predicted,1.4,1.2,0,0,VR imputed,9.2,8.1,27.3,299.2,87
Antigua and Barbuda,ATG,28,AMR,2011,88152,2.49,11,9,0,1,1,2,4,0,1,2,2,5,87.9,low,moderate,Early Detection,predicted,1.4,1.2,0,0,VR imputed,7.8,6.9,28.6,125.7,87
Antigua and Barbuda,ATG,28,AMR,2012,89069,1.02,8,7,0,1,1,2,4,0,1,1,1,3,80.89,low,mild,Early Detection,predicted,1.4,1.2,0,0,VR imputed,3.9,3.5,27.2,5677,87
Antigua and Barbuda,ATG,28,AMR,2013,89985,8.98,20,18,1,2,3,4,10,1,2,3,3,8,89.35,medium,moderate,Recovery,predicted,1.4,1.2,0,0,VR imputed,13,12,38.1,1536.5,87
Argentina,ARG,32,AMR,1990,32624874,9.01,95,31000,1522,3577,5505,7380,17984,1005,2495,4124,5391,13016,66.71,high,severe,Advanced Infection,predicted,4.2,1400,0.17,57,VR,59,19000,0.51,170,63
Argentina,ARG,32,AMR,1991,33075194,6.37,89,30000,1317,3377,4848,6805,16346,1242,2866,4114,5432,13654,94.06,low,severe,Advanced Infection,predicted,3.8,1300,0.19,64,VR,57,19000,0.6,200,64
Argentina,ARG,32,AMR,1992,33520803,3.46,84,28000,1202,3125,4810,6572,15709,821,2328,3615,5527,12291,80.75,high,moderate,Recovery,predicted,3.5,1200,0.21,69,VR,55,19000,0.69,230,68
Argentina,ARG,32,AMR,1993,33961947,3.56,79,27000,852,2655,4288,6105,13900,1088,2445,4138,5428,13100,91.12,low,mild,Advanced Infection,predicted,3.6,1200,0.21,73,VR,53,18000,0.77,260,77
Argentina,ARG,32,AMR,1994,34399343,7.29,74,25000,1015,2360,3820,5311,12506,787,2103,3913,5691,12494,77.31,medium,moderate,Recovery,predicted,3.2,1100,0.22,76,VR,51,18000,0.85,290,78
Argentina,ARG,32,AMR,1995,34833168,8.98,69,24000,846,2695,4475,6290,14306,538,1880,3153,4123,9694,60.92,high,severe,Advanced Infection,predicted,3.3,1200,0.22,76,VR,49,17000,0.91,320,79
Argentina,ARG,32,AMR,1996,35264070,8.88,66,23000,1065,2674,4180,5491,13409,735,1732,2997,4127,9591,77.12,medium,moderate,Recovery,predicted,3,1100,0.22,77,VR,47,17000,0.96,340,80
Argentina,ARG,32,AMR,1997,35690778,7.82,62,22000,946,2402,3898,5459,12705,729,1845,2852,3869,9295,68.56,low,severe,Advanced Infection,predicted,3.1,1100,0.23,82,VR,45,16000,1,360,78
Argentina,ARG,32,AMR,1998,36109342,6.46,60,22000,574,1941,3109,4647,10272,1005,2262,3584,4877,11728,84.87,low,mild,Early Detection,predicted,2.8,1000,0.24,85,VR,44,16000,1.1,390,78
Argentina,ARG,32,AMR,1999,36514558,0.93,57,21000,1026,2373,3508,4696,11602,704,1834,2879,3980,9398,73.79,medium,mild,Early Detection,predicted,2.6,950,0.24,89,VR,42,15000,1.1,400,77
Argentina,ARG,32,AMR,2000,36903067,1.7,55,20000,779,2350,3517,4792,11438,615,1560,2650,3737,8562,91.81,low,severe,Early Detection,predicted,2.3,850,0.24,89,VR,40,15000,1.1,410,79
Argentina,ARG,32,AMR,2001,37273361,9,53,20000,672,1987,3059,4044,9762,712,2018,3243,4265,10238,83.9,medium,mild,Early Detection,predicted,2.2,830,0.24,89,VR,39,15000,1.1,410,79
Argentina,ARG,32,AMR,2002,37627545,6.1,50,19000,645,2038,3349,4526,10558,470,1570,2664,3738,8442,84.23,medium,severe,Recovery,predicted,2.3,860,0.23,88,VR,37,14000,1.1,410,82
Argentina,ARG,32,AMR,2003,37970411,0.19,48,18000,770,1752,2817,3851,9191,692,1632,2662,3822,8809,60.86,medium,severe,Advanced Infection,predicted,2.1,800,0.23,86,VR,36,14000,1.1,400,79
Argentina,ARG,32,AMR,2004,38308779,1.1,46,18000,727,1591,2524,3761,8602,693,1719,2846,4140,9398,99.21,low,severe,Recovery,predicted,1.9,730,0.22,84,VR,35,13000,1,390,86
Argentina,ARG,32,AMR,2005,38647854,6.67,45,17000,527,1466,2538,3439,7971,533,1493,2893,4110,9029,92.08,high,moderate,Early Detection,predicted,1.9,740,0.21,82,VR,33,13000,0.99,380,82
Argentina,ARG,32,AMR,2006,38988923,0.15,43,17000,608,1600,2624,3784,8615,788,1643,2571,3382,8385,89.45,medium,mild,Advanced Infection,predicted,1.8,710,0.21,82,VR,32,12000,0.96,380,78
Argentina,ARG,32,AMR,2007,39331357,1.69,42,16000,652,1518,2176,2969,7314,652,1759,2641,3634,8686,66.51,high,moderate,Recovery,predicted,1.8,710,0.21,81,VR,31,12000,0.92,360,84
Argentina,ARG,32,AMR,2008,39676083,5.53,40,16000,596,1603,2524,3452,8175,469,1354,2485,3516,7825,76.78,low,moderate,Early Detection,predicted,1.6,630,0.19,77,VR,30,12000,0.87,350,78
Argentina,ARG,32,AMR,2009,40023641,6.95,39,15000,581,1436,2407,3191,7614,582,1508,2269,3027,7386,56.86,low,mild,Advanced Infection,predicted,1.6,640,0.18,74,VR,28,11000,0.82,330,68
Argentina,ARG,32,AMR,2010,40374224,6.55,37,15000,571,1380,2182,2866,6999,557,1519,2474,3451,8001,76.92,high,moderate,Advanced Infection,predicted,1.4,560,0.17,69,VR,27,11000,0.77,310,66
Argentina,ARG,32,AMR,2011,40728738,2.32,35,14000,642,1475,2420,3372,7908,306,1153,1914,2719,6092,57.29,medium,severe,Early Detection,predicted,1.6,650,0.15,62,VR,26,11000,0.73,300,91
Argentina,ARG,32,AMR,2012,41086927,7.15,33,14000,491,1316,2269,3144,7220,492,1335,2069,2884,6780,77.65,low,moderate,Early Detection,predicted,1.5,600,0.13,52,VR,25,10000,0.69,280,84
Argentina,ARG,32,AMR,2013,41446246,2.45,31,13000,491,1231,1958,2639,6319,496,1226,2078,2880,6681,82.44,medium,severe,Advanced Infection,predicted,1.4,570,0.11,44,VR imputed,24,10000,0.65,270,89
Armenia,ARM,51,EUR,1990,3544695,3.32,27,960,28,91,161,219,498,37,90,145,190,462,69.51,medium,mild,Early Detection,predicted,4.4,160,0,0,VR,18,630,0,0,93
Armenia,ARM,51,EUR,1991,3511912,7.49,30,1100,57,116,188,254,615,29,91,157,208,485,74.93,high,moderate,Recovery,predicted,4.4,150,0,0,VR,21,720,0,0.01,100
Armenia,ARM,51,EUR,1992,3449497,6.53,35,1200,44,132,222,287,686,40,99,162,213,514,93.78,low,mild,Early Detection,predicted,4.9,170,0,0,VR,24,840,0,0.02,28
Armenia,ARM,51,EUR,1993,3369673,8.51,42,1400,54,152,245,350,801,39,115,184,261,599,55.43,high,severe,Early Detection,predicted,5,170,0,0,VR,29,970,0,0.07,61
Armenia,ARM,51,EUR,1994,3289943,6.61,49,1600,50,144,239,332,765,47,152,257,380,835,89.59,low,moderate,Early Detection,predicted,5.1,170,0,0,VR,34,1100,0.01,0.18,68
Armenia,ARM,51,EUR,1995,3223173,5.73,57,1800,55,168,250,352,825,69,197,305,404,975,58.54,high,severe,Advanced Infection,predicted,6,190,0,0,VR,39,1200,0.01,0.45,80
Armenia,ARM,51,EUR,1996,3173425,1.03,64,2000,88,221,373,517,1198,59,157,256,330,802,51.84,low,severe,Advanced Infection,predicted,5.6,180,0,0,VR,43,1400,0.04,1.1,67
Armenia,ARM,51,EUR,1997,3137652,3.74,70,2200,89,215,370,493,1167,61,187,327,458,1033,59.28,low,severe,Early Detection,predicted,6.6,210,0.03,1,VR,48,1500,0.08,2.4,70
Armenia,ARM,51,EUR,1998,3112958,2.73,76,2400,83,219,333,452,1086,82,243,411,578,1314,88.25,low,mild,Advanced Infection,predicted,6.1,190,0.03,1,VR,52,1600,0.15,4.5,85
Armenia,ARM,51,EUR,1999,3093820,2.52,82,2500,86,228,429,589,1332,102,237,361,468,1168,70.26,medium,mild,Early Detection,predicted,6.6,200,0.06,2,VR,57,1800,0.24,7.5,85
Armenia,ARM,51,EUR,2000,3076098,9.73,89,2700,84,269,442,615,1410,75,240,413,562,1290,93.63,medium,mild,Recovery,predicted,6.3,190,0.1,3,VR,61,1900,0.37,11,71
Armenia,ARM,51,EUR,2001,3059960,3.99,96,2900,139,334,530,732,1735,98,211,358,497,1165,76.24,high,moderate,Advanced Infection,predicted,6,180,0.13,4,VR,66,2000,0.53,16,69
Armenia,ARM,51,EUR,2002,3047002,8.93,102,3100,119,313,497,730,1659,118,283,451,589,1441,51.11,high,severe,Early Detection,predicted,8.6,260,0.2,6,VR,70,2100,0.7,21,67
Armenia,ARM,51,EUR,2003,3036032,6.35,106,3200,110,302,469,637,1518,113,296,513,760,1682,85.84,low,mild,Advanced Infection,predicted,8,240,0.23,7,VR,74,2200,0.87,27,69
Armenia,ARM,51,EUR,2004,3025652,7.97,110,3300,152,342,521,736,1750,87,298,488,676,1550,55.51,low,severe,Recovery,predicted,8.2,250,0.26,8,VR imputed,76,2300,1,31,72
Armenia,ARM,51,EUR,2005,3014917,5.08,111,3300,143,359,576,734,1811,76,264,470,679,1489,89.47,medium,mild,Recovery,predicted,8.5,260,0.3,9,VR imputed,77,2300,1.2,36,95
Armenia,ARM,51,EUR,2006,3002911,5.81,109,3300,112,334,546,795,1788,133,299,453,626,1512,58.41,medium,severe,Early Detection,predicted,8.7,260,0.33,10,VR,77,2300,1.3,39,77
Armenia,ARM,51,EUR,2007,2989882,4.98,105,3100,107,300,439,600,1446,103,329,522,700,1654,67.27,medium,mild,Advanced Infection,predicted,8.7,260,0.33,10,VR imputed,75,2200,1.4,43,75
Armenia,ARM,51,EUR,2008,2977488,2.03,99,2900,112,329,500,694,1636,94,262,388,520,1264,88.06,high,mild,Recovery,predicted,8.6,260,0.37,11,VR,71,2100,1.6,47,78
Armenia,ARM,51,EUR,2009,2968154,7.25,91,2700,88,249,399,550,1286,104,267,417,627,1414,97.71,medium,mild,Advanced Infection,predicted,7.3,220,0.37,11,VR,67,2000,1.7,51,78
Armenia,ARM,51,EUR,2010,2963496,2.88,83,2500,79,270,451,616,1415,68,205,341,471,1085,68.57,high,mild,Early Detection,predicted,7.1,210,0.4,12,VR,63,1900,1.8,54,76
Armenia,ARM,51,EUR,2011,2964120,0.34,76,2300,104,218,328,456,1107,86,233,356,518,1193,91.47,medium,severe,Recovery,predicted,5.3,160,0.4,12,VR,58,1700,2,59,73
Armenia,ARM,51,EUR,2012,2969081,6.49,70,2100,107,238,375,527,1247,68,168,259,357,853,59.54,medium,mild,Recovery,predicted,5.7,170,0.4,12,VR,53,1600,2.1,63,76
Armenia,ARM,51,EUR,2013,2976566,1.85,66,2000,66,195,320,422,1004,84,187,301,423,996,90.36,low,mild,Advanced Infection,predicted,5.7,170,0.4,12,VR imputed,49,1500,2.2,66,95
Aruba,ABW,533,AMR,1990,62148,9.41,19,12,1,1,2,3,7,0,1,2,2,5,82.87,high,mild,Recovery,predicted,1.2,0.76,0,0,Indirect,15,9.2,14.8,2730.1,51.8
Aruba,ABW,533,AMR,1991,64623,9.54,19,12,0,1,2,3,7,0,1,2,2,5,59.64,medium,severe,Early Detection,predicted,1.2,0.79,0,0,Indirect,15,9.6,1.6,5794.2,17.9
Aruba,ABW,533,AMR,1992,68235,9.16,19,13,1,1,2,3,7,0,1,2,3,6,65.13,low,mild,Early Detection,predicted,1.2,0.83,0,0,Indirect,15,10,36.5,2849.7,45.8
Aruba,ABW,533,AMR,1993,72498,3.76,19,14,1,1,2,3,7,1,1,2,3,7,56.59,high,severe,Recovery,predicted,1.2,0.88,0,0,Indirect,15,11,6.5,479.2,8.4
Aruba,ABW,533,AMR,1994,76700,0.25,19,15,0,1,2,3,7,0,2,2,4,8,69.15,high,moderate,Early Detection,predicted,1.2,0.93,0,0,Indirect,15,11,28.1,3364.3,68.1
Aruba,ABW,533,AMR,1995,80326,9.29,19,15,1,2,2,3,8,1,1,2,3,7,60.18,medium,severe,Recovery,predicted,1.2,0.98,0,0,Indirect,15,12,35.1,537.6,5.5
Aruba,ABW,533,AMR,1996,83195,4.34,19,16,1,2,3,4,9,1,1,2,3,7,82.2,high,moderate,Recovery,predicted,1.2,1,0,0,Indirect,15,12,12.5,579.6,50.6
Aruba,ABW,533,AMR,1997,85447,9.67,19,16,1,2,3,4,9,1,1,2,3,7,99.73,low,mild,Recovery,predicted,1.2,1,0,0,Indirect,15,13,33.4,5190.1,36.9
Aruba,ABW,533,AMR,1998,87276,9.64,19,17,1,2,3,4,9,1,2,2,3,8,50.6,low,mild,Recovery,predicted,1.2,1.1,0,0,Indirect,15,13,13.4,1764.1,5.9
Aruba,ABW,533,AMR,1999,89004,8.54,19,17,1,2,3,4,10,0,1,2,3,7,77.05,high,severe,Advanced Infection,predicted,1.2,1.1,0,0,Indirect,15,13,32,4136.8,1.8
Aruba,ABW,533,AMR,2000,90858,3.02,19,17,1,2,3,4,9,1,1,2,4,8,78.68,low,mild,Recovery,predicted,1.2,1.1,0,0,Indirect,15,13,2.8,3102.1,24.7
Aruba,ABW,533,AMR,2001,92894,3.91,19,18,1,2,3,4,9,1,2,3,4,9,95.71,high,mild,Early Detection,predicted,1.2,1.1,0,0,Indirect,15,14,26.4,1355.2,54.7
Aruba,ABW,533,AMR,2002,94995,8.53,19,18,1,2,3,4,9,1,2,3,4,9,75.3,low,severe,Advanced Infection,predicted,1.2,1.1,0,0,Indirect,15,14,27.2,3156.3,2.8
Aruba,ABW,533,AMR,2003,97015,3.24,19,18,1,2,3,4,10,1,1,3,3,8,77.19,high,mild,Early Detection,predicted,1.1,1.1,0,0,Indirect,15,14,19.8,420.5,48.1
Aruba,ABW,533,AMR,2004,98742,1.78,19,19,1,2,3,4,9,1,2,3,4,10,73.58,high,moderate,Recovery,predicted,1.1,1.1,0,0,Indirect,15,15,27.6,2116.4,44.7
Aruba,ABW,533,AMR,2005,100031,5.61,19,19,1,2,3,4,10,1,2,3,4,9,63.45,high,moderate,Early Detection,predicted,1.3,1.3,0,0,Indirect,15,15,37.1,3186.9,18.1
Aruba,ABW,533,AMR,2006,100830,9.37,20,20,0,2,3,4,10,1,2,3,4,10,52.8,low,mild,Advanced Infection,predicted,1.5,1.5,0,0,Indirect,15,15,29.5,1392.2,5.3
Aruba,ABW,533,AMR,2007,101219,6.99,20,20,1,2,3,4,10,1,2,3,5,10,70.43,high,mild,Early Detection,predicted,1.5,1.5,0,0,Indirect,15,15,38.7,4024.1,62.4
Aruba,ABW,533,AMR,2008,101344,5.74,20,20,1,2,3,5,11,1,2,3,4,9,52.63,high,moderate,Advanced Infection,predicted,1.5,1.5,0,0,Indirect,15,15,18,315.8,20.5
Aruba,ABW,533,AMR,2009,101418,1.06,20,20,1,2,3,4,9,1,2,3,5,11,77.52,medium,mild,Recovery,predicted,1.4,1.4,0,0,Indirect,15,15,21.3,2955.1,7.6
